"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Luxembourg","LUX","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.02","3.77","4.317","3.976","3.751","2.931","2.391","2.396","2.122","2.784","3.132","4.294","4.385","4.657","3.643","4.162","3.33","3.142","2.167","3.63","4.709","7.095","5.824","6.246","4.712","6.03","6.126","5.093","6.257","5.907","6.385","5.767","7.344","6.63","5.499","5.882","5.529","6.971","5.619","4.735","5.4",
"Latvia","LVA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.74","14.78","13.476","13.359","13.373","12.469","12.763","12.022","12.268","9.971","6.737","5.568","7.077","14.14","16.305","13.801","13.952","11.143","9.84","8.641","8.403","7.679","6.42","5.428","7.07","6.539","5.517","5.4",
"Macao SAR, China","MAC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.73","2.4","2","2.6","3","3.6","2.6","3.3","4.4","4.6","4.4","4.5","4.7","4","3.8","3.8","2.9","2.8","2.79","2.06","2.18","1.65","1.4","1.39","1.57","1.5","1.6","1.3","1.3","2.2","","","",
"St. Martin (French part)","MAF","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","12.497","","","","","18.5","17.3","19.8","20.41","22.6","24.67","21.24","26.362","32.19","22.95","21.23","24.41","13.32","13.03","12.51","12.54","12.97","11.35","11.55","9.67","9.43","9.78","9.28","9.48","10.22","9.94","9.57","10.28","10.39","10.66","","","","","16.72","17.15","",
"Monaco","MCO","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.23","","","","","","","","","","","","","","","","8.68","","","","","","","",
"Moldova","MDA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.89","7.268","5.993","5.559","5.019","4.796","4.58","2.974","1.955","1.745","2.314","2.208","2.167","1.656","1.509","1.098","1.329","0.969","1.335","1.071","1.174","0.948","0.496","0.693","1.23",
"Madagascar","MDG","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88","5.4","","6.22","","3.49","","","","","5.31","","0.627","","","1.801","","","","","","","3.457","",
"Maldives","MDV","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.31","","","","","2.74","","","","","","","","","13.748","","","","","5.412","","5.256","","","3.934","","","","",
"Middle East & North Africa","MEA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6655100907184","","","","","","","","","","","19.2667305114932","","19.4489698984971","18.6984784353898","18.3000771193896","15.9002122648234","16.3992476562642","17.6737222461984","18.8237012065549","","18.484562439251","18.5090840348345","18.5004617535446","18.4850318484098","18.3855729870207","20.1193004895997","","","","15.7143269578701","","",
"Mexico","MEX","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","","","4.343","4.163","3.951","4.999","8.879","7.064","6.321","5.079","3.657","3.364","3.371","3.82","4.456","5.251","3.901","3.882","3.992","4.034","5.353","5.185","5.133","4.881","4.96","4.857","4.455","3.903","3.597","3.409","3.515","4.089","4.086","3.307","2.796",
"Marshall Islands","MHL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","11.29","","","","","","","","13.21","","","","","","","","","","","","","","","","","","","","","","","4.48","","","","","","","","4.277","","11.458","","",
"Middle income","MIC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.55525252260081","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","32.8","31.1","30.6","30.9","30.2","29.1","28.2","28.8","29.7","31.3","32.5","33.7","36.4","41.7","44.5","40.8","37.6","33.3","34.9","31.99","32.31","36.28","37.817","38.109","37.414","35.968","34.403","32.845","33.58","30.861","30.479","29.034","28.874","25.329","23.218","22.316","20.282","18.506","16.111","14.651","12.496","",
"Mali","MLI","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","10.92","","","12.77","","","11.11","","","8.244","6.295","8.737","1.299","8.341","1.558","","3.544","","","",
"Malta","MLT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","9.3","","7.2","6.2","3.1","3.1","2.3","2.3","2.6","3","2.5","2.2","2.3","2.9","2.8","2.5","2.6","6.531","8.061","8.295","9.882","8.251","8.363","8.316","7.896","6.777","7.629","7.132","7.127","7.206","6.139","5.104","5.387","5.164","4.252","3.501","4.015","4.504","3.112","2.634","2.9",
"Myanmar","MMR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","0.898","","1.776","0.955","0.473","2.116","","","",
"Middle East & North Africa (excluding high income)","MNA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1482741677972","","","","","","","","","","","20.5541551311511","","20.5463076698989","20.3901613042455","19.5751951768575","16.864974048317","17.9573163208386","18.949918678167","20.5344480080396","","19.6073746225241","19.725242702326","19.9598242285525","20.1668724292446","20.6419102471241","","","","","18.1944634778678","","",
"Montenegro","MNE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.53","","20.9","18.37","20.43","20.75","20.084","20.381","18.93","18.247","17.307","17.096","16.956","15.12","15.694","18.382","15.843","","",
"Mongolia","MNG","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","6.2","6.364","","","7.139","7.1","5.185","6.163","5.904","4.43","3.527","4.46","4.409","4.263","5.899","5.657","4.826","8.113","6.321","7.333","5.353","",
"Northern Mariana Islands","MNP","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","10.73","9.03","","","","","","","","","","","","","","","3.4","","","4.29","","5.71","","","","","13.05","","","","","","","","","","","","","",
"Mozambique","MOZ","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56","","","","","","","","","","","","","","","","","","3.67","","","","","","","","",
"Mauritania","MRT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8","","","","","","","","","","","","","","","","","","","","","","","","12.4","","","","","11.445","","14.853","","","","",
"Mauritius","MUS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.63","","","","","","11.645","11.677","9.454","13.376","16.338","15.511","14.374","12.593","12.27","12.916","11.714","11.715","11.15","10.826","10.683","10.406","10.039","9.51","9.685","10.155","8.643","8.473","",
"Malawi","MWI","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","5.9","","","","","","","","","","","","","","","","","","","","","","0.76","","","","","","1.764","","5.84","","","","4.085","","","1.057","","","",
"Malaysia","MYS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","7.114","","","","","","","","","","2.291","","4.6","4.7","","","","","","","","0.556","","","","3.78","2.6","2.84","3.31","3.29","3.06","3.79","3.77","3.64","3.81","3.71","","","","","","3.32","","","3.22","3.39","3.92","","3.63","3.4","4.68","4.78","4.11","",
"North America","NAC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.74112869355629","7.32590776546413","7.01436823887505","6.427169393663","6.01393776447928","5.84849097410829","5.4535900754455","4.9552787974279","4.6337627729443","4.35950236929412","4.87808565972911","5.77042792094709","5.82328265293153","5.55333077999224","5.24231372173348","4.79486416691643","4.64097233309615","5.45950318779398","7.97097154240194","8.48242646137601","8.32082075302061","7.78830478812031","7.03197251087048","6.10963401261126","5.30482561590616","4.95526896220677","4.49062857434285","4.02810024251292","3.79691893520945","8.4766190112877","5.45742600506573","3.78951994359571","3.66092999301787",
"Namibia","NAM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.59","","","21.1","","","25.87","","","21.6","","","","24.99","","","","","","23.963","","18.974","20.659","20.377","","24.978","","18.59","","","","","",
"New Caledonia","NCL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.49","","","","","","","","","","","","","16.34","","","","","15.6","","","13.501","11.811","11.575","12.918","","","",
"Niger","NER","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.93","","","","2.7","","","","","","0.221","3.709","","0.433","","","7.788","","0.467","","","","",
"Nigeria","NGA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","","","","","","","","","","","","","","","","","","","","","","","","","3.692","","3.384","5.352","5.055","8.029","9.153","","12.481","","","5.318","",
"Nicaragua","NIC","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","6.5","8","8.3","11.71","","","","","","","","","","","","4.321","","7.83","7.88","5.77","4.98","5.04","6.9","","","","5.731","5.45","5.612","5.4","4.2","3.4","5.3","","","","","",
"Netherlands","NLD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","9.4","","8.9","","10.22","","11.36","","13.737","","12.384","","13.971","12.648","11.809","10.891","9.908","7.794","7.69","8.053","8.662","8.113","7.144","5.81","4.852","3.46","2.515","2.887","3.795","5.04","6.914","6.154","5.203","4.472","4.918","5.544","5.414","6.229","7.302","7.746","7.273","6.507","5.255","3.957","3.356","3.953","4.502","3.813","3.8",
"Norway","NOR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","2.12","2.42","2.27","2.88","2.24","2.19","2.37","2.43","2.14","2.69","1.93","2.35","3.11","3.02","2.45","2.59","3.29","4.59","4.792","4.984","5.083","5.165","4.703","6.328","5.34","5.024","4.022","3.234","3.276","3.613","4.094","3.957","3.923","4.192","3.344","2.423","2.364","2.603","2.943","2.991","2.633","3.231","3.235","3.999","3.912","3.691","3.539","3.392","4.129","4.154","3.074","3.5",
"Nepal","NPL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66","","","","","","","","","1.082","","","","","","","2.9","","12.02","","","","","","",
"Nauru","NRU","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.65","","","","","","","","","25.51","","17.954","","","","","","","","5.23","","",
"New Zealand","NZL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.895","4.429","5.667","7.104","7.459","9.774","9.736","8.964","7.811","6.488","6.248","6.861","7.613","6.693","5.978","5.382","5.469","5.108","4.519","4.145","4.198","3.965","4.263","6.143","6.928","6.759","7.387","6.423","6.127","5.905","5.521","5.241","4.496","4.421","4.984","3.888","3.531","3.971",
"OECD members","OED","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.25894755793879","7.96525849583013","8.37910271723474","8.50697483960525","8.35290958549903","8.30235372553173","8.13309137942964","8.02178377952537","7.85990593219681","7.49294645712633","7.15749289503404","7.53054497812391","7.61333798558576","7.63269080679295","7.27766751467613","6.52955015472646","6.25037194530053","6.40543199999087","8.08355249808388","8.33952280578408","8.20330210502285","8.28548918002882","8.1167545383376","7.60064061134325","7.03444748540695","6.63726966792419","6.16496080205684","5.69893073382633","5.55334018580047","7.59615250113001","6.52609773379337","5.3244104225614","5.0809295258517",
"Oman","OMN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.089","","","","","","","","13.675","","7.1","","9.68","5.6","","",
"Other small states","OSS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","15.78","15.36","8.41","8.45","2.32","2.15","1.58","1.98","1.07","0.68","0.62","0.73","16.33","14","9.85","9.11","14.03","12.52","17.07","15.01","13.66","15.79","15.52","16.4","15.32","12.95","12.06","0.324","0.245","0.533","0.359","0.639","0.67","3.772","3.421","2.011","6.109","2.711","","4.55","6.255","","9.157","","",
"Panama","PAN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","7.4","10.35","10.37","12.8","12.36","13.47","","","13.29","14.48","14.17","18.47","14.49","16.75","21.37","21.6","14.53","22.57","22.32","20.17","20.38","20.14","20","18.14","20.84","16.93","18.03","19.31","19.17","18.82","17.42","13.95","12.37","9.27","7.188","8.85","7.59","4.473","4.635","4.81","5.645","5.348","5.903","6.938","6.752","7.988","24.667","10.626","9.826","8.567",
"Peru","PER","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.89","","","11.5","7.33","12.5","12.25","","","8.07","5.566","5.368","4.459","4.014","4.867","4.909","4.066","5.254","5.031","4.871","4.605","4.622","4.2","4.16","3.82","3.722","3.957","3.406","3.347","3.977","3.914","3.88","3.739","6.992","5.557","5.248","5.798",
"Philippines","PHL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","6.61","6.35","5.11","3.35","4.3","7.78","8.57","6.73","","7.48","8.56","8.59","6.73","10.04","8.14","8.86","10.88","9.52","10.29","9.85","12.829","11.536","10.715","10.566","10.678","9.75","9.82","10.981","9.999","11.599","4.018","","3.842","3.889","4.2","4.33","3.716","4.006","4.131","3.789","3.828","3.733","3.823","3.724","3.219","2.848","2.703","2.678","2.533","2.721","3.828","2.864","",
"Palau","PLW","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13","","","","","8.06","","","","","3.53","","","","","4.86","","","","","","","","","1.753","","","","","","1.04","","","",
"Papua New Guinea","PNG","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","","","","","","","","","","","","","","","","","","","","1.276","1.44","","","","","","","","","","","2.19","",
"Poland","POL","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.127","16.09","16.447","15.141","14.335","12.991","11.811","13.169","18.325","20.017","20.677","19.928","19.768","19.137","14.919","10.337","7.95","8.66","10.023","10.399","10.908","11.112","9.592","7.709","6.226","4.908","3.847","3.598","3.29","3.387","2.935","2.9",
"Pre-demographic dividend","PRE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","11.11","10.82","10.49","11.61","","14.96","14.65","12.85","10.28","","12.97","13.48","16.73","15.22","15.54","13.99","13.1","11.17","","11","13.57","13.3","13.32","","10.77","11.62","12.21","12","9.52","7.46","","10.55","10.82","8.6","10.08","10.42","9.53","9.66","12.5","12.7","12.8","12","","","9.7","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","2.4","5.2","7.1","","11.83","12.6","","","","12.2","","11.22","11.546","9.602","8.337","7.348","6.477","5.616","4.759","6.267","7.757","7.783","8.44","7.494","5.667","5.065","4.727","4.949","5.312","7.253","7.18","8.633","8.905","9.492","8.751","10.092","11.864","13.048","15.501","16.37","14.327","12.748","11.167","9.349","7.438","7.147","7.056","6.899","6.48","6.9",
"Paraguay","PRY","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","7.43","4.82","","5.91","5.89","4.81","5.16","5.85","4.34","4.56","5.46","6.36","4.72","3.67","4.38","3.72","3.7","8.6","6.83","5.086","6.118","8.88","7.193","11.801","8.324","8.358","6.251","6.65","6.613","5.961","6.648","6.05","6.357","5.432","4.955","6.762","4.934","6.706","7.78","7.519","8.289","9.934","9.535","8.238","7.315",
"West Bank and Gaza","PSE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.03","10.065","12.817","15.171","14.831","16.671","12.993","14.428","19.532","20.112","21.563","22.445","26.031","27.426","26.159","34.317","37.967","42.828","41.898","41.191","40.07","42.851","40.351","",
"Pacific island small states","PSS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.10216507690945","7.53254928973538","8.00203694443461","8.07289566752248","7.70763339686114","7.80049922212175","7.75405866865511","7.79697321674464","7.24097445189031","6.65842338339646","6.37415033810291","6.73861261246466","6.79171824257344","6.75331538915942","6.53173354337929","6.1962253409408","5.73720593932657","5.92688182211482","7.5650214713674","7.95900917709369","7.87871889571553","8.03438015887806","7.78637723447347","7.35311407517253","6.79513358946412","6.38498221336862","5.85448981050119","5.32227961191317","5.01916237511387","7.08566117580393","5.99827727153357","4.73657595781547","4.61107054162245",
"French Polynesia","PYF","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1","","","","","","","","","","","","","","13.37","","","","","12.8","","","","","","","","","","","","","","","","",
"Qatar","QAT","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.89","","","2.64","1.69","1.92","2.7","3.32","2.82","1.63","1.03","0.85","0.7","0.62","0.44","0.44","0.54","0.45","0.4","",
"Romania","ROU","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.84","","8.74","8.59","7.33","5.888","5.472","5.535","6.378","6.01","7.597","6.378","6.154","6.429","6.112","5.409","4.67","5.839","6.175","6.464","6.077","6.305","6.093","5.848","4.981","4.037","3.485","3.375","4.689","5.045","5.045","5.1",
"Russian Federation","RUS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.167","5.822","7.95","9.196","9.296","11.454","12.953","12.896","10.367","8.597","7.599","7.952","7.518","6.935","6.687","5.642","5.944","7.672","6.836","6.087","5.07","5.136","4.822","5.309","5.348","5.051","4.777","4.329","5.533","4.791","3.961","",
"Rwanda","RWA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","","0.2","","","","","0.35","","","","","","0.68","","","","","","","","","","","","1.242","","","12.632","11.345","12.065","12.887","17.441","16.593","",
"South Asia","SAS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8546103845763","","","","","","3.42267149507041","","","","","4.97148220748525","","","","","3.64681909534264","","3.78261672332836","","","","","","7.37787663537938","6.11121111936101","6.92619683586859","5.86850074086788","5.13398895656777","4.06315521512969",
"Saudi Arabia","SAU","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","","8.151","9.339","9.145","11.511","12.515","13.36","14.071","14.691","14.214","13.778","15.938","17.38","","20.538","20.7","21.957","21.4","21.1","21.298","20.873","21.026","22.766","17.275","15.356","12.842",
"Sudan","SDN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","10","","","","","11.5","","8.8","8.02","","","","","","","","","","","","","","","","","","","","","","23.139","23","","30.736","","","","","","","","","","","14.08","",
"Senegal","SEN","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.64","","","","","3.047","","","","7.302","4.745","3.642","4.279","3.046","","","","",
"Singapore","SGP","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","5.76","5.07","3.13","3.13","2.21","2.14","1.99","2.06","2.8","4.32","5.83","4.32","2.77","2.05","","2.21","3.18","3.41","3.45","3.45","3.87","2.6","3.68","5.21","3.5","3.89","5.78","6.21","6.19","","4.94","4.36","4.38","6.51","4.4","4.32","4.2","4.38","4.09","3.96","4.48","4.4","","3.4","4.4","4.99","3.816","",
"Solomon Islands","SLB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.76","","","","0.723","","","","","","","","","","",
"Sierra Leone","SLE","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.058","2.26","","","","","","","","","","3.878","","","","2.184","","","","","",
"El Salvador","SLV","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","17.71","","","","","24.37","10.3","","7.09","6.83","9.8","6.58","7.19","6.84","6.43","5.88","6.48","5.32","5.78","4.6","3.74","5.22","3.5","3.5","3.8","4.8","3.9","3.73","3.63","4.93","4.162","3.409","3.3","3.331","3.138","3.469","3.849","4.003","3.748","4.383","5.421","4.757","3.295","",
"San Marino","SMR","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","9.9","10.9","","","","12","12.5","12","10.9","10.5","9.5","9.7","6.9","7.1","8.1","7.4","7","8.8","7.3","6.9","4.6","4.1","","","","","2.55","2.03","","","6.26","7.29","","7.47","8.7","9.47","10.95","10.03","10.82","10.81","10.38","9.93","9.14","6.87","",
"Somalia","SOM","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.175","","","","",
"Serbia","SRB","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1","15.6","16.1","16.1","16.2","","15","15.8","16.4","22.86","26.21","24.71","21.03","15.955","17.832","20.229","23.699","24.982","23.84","20.373","18.761","16.101","14.274","13.7","11.076","9.412","11.002","8.978","",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.475","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
